Dataset,Remove Background,Use Mantiuk,Method,Use Fisher,Use Global Embedding,Embedding Model,count_local_evidence,num_vertices,num_neighbors,count_proposal_mode,count_local_mu,count_shortlist_B,count_mix_alpha,count_cal_pairs,count_cal_shortlist,count_cal_negs_per_query,Runs Requested,Runs Succeeded,Runs Failed,Last Log Path,Status,Num Images,Ground Truth,Fisher Method,Local Feature Method,GV Matcher,Proposal Mode,Local Evidence,Local µ,Shortlist B,Mix α,Calibration Method,Cal Pairs,Cal Shortlist,Cal Negs/Query,Skip Calibration,Num Vertices,Num Neighbors,Label Error Rate,Oracle Calls,Unique Oracle Pairs,Local Attempts,Local Cache Hits,Result,Std Error,CI Low (95%),CI High (95%),Runtime (minutes),Cal Pos,Cal Neg,Cal Pos Rate,Dataset Type,Estimate Mean,Estimate Std,Std Error Mean,Abs Error,Rel Error,CI Coverage (runs),Search Mode,Trial,Study
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,358,68,calibrated,0.49689481160902516,354,0.5904579239080797,3031,424,395,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0071_58cdc3e1_run00_seed71_20260208_041354.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,250.0,0.0,250.0,20.0,0.0,5000.0,4768.0,21292.0,3708.0,45.13,10.9362,23.69,66.56,9.04,470.0,267.0,0.6377204884667571,WildlifeReID10k,45.13,0.0,10.9362,33.13,2.7608333333333337,0.0,optuna,71,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,326,72,calibrated,0.4523351298807382,368,0.5673079192298407,2647,447,402,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0072_db999e07_run00_seed72_20260208_042028.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,250.0,0.0,250.0,20.0,0.0,5000.0,4768.0,21292.0,3708.0,45.13,10.9362,23.69,66.56,9.04,470.0,267.0,0.6377204884667571,WildlifeReID10k,45.13,0.0,10.9362,33.13,2.7608333333333337,0.0,optuna,72,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,399,61,calibrated,0.4319659033957238,345,0.591508611724039,2938,474,427,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0073_9ad07c8c_run00_seed73_20260208_042653.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,73,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,345,66,calibrated,0.4745705385065608,298,0.6625334328450201,2769,155,503,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0074_81ce255f_run00_seed74_20260208_043323.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,74,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,365,67,calibrated,0.3710273179909445,332,0.6391630035189108,2859,259,387,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0075_8bed0102_run00_seed75_20260208_043942.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,75,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,225,71,calibrated,0.4090139580789677,419,0.499906208483556,1810,488,356,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0076_fbdc19ed_run00_seed76_20260208_044612.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,76,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,257,85,calibrated,0.5374110549124388,392,0.7121038265425298,2292,364,370,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0077_75093200_run00_seed77_20260208_045209.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,77,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,380,48,calibrated,0.38870810881852663,362,0.3880888089515728,2898,457,464,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0078_35d04bbe_run00_seed78_20260208_045819.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,78,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,406,35,calibrated,0.7126391961019005,324,0.7575680843197675,2019,300,412,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0079_e3d13a70_run00_seed79_20260208_050443.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,79,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,289,98,calibrated,0.49777895574592945,413,0.5210382423291942,3333,413,419,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0080_10af6a34_run00_seed80_20260208_051101.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,80,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,313,33,calibrated,0.31637179663849757,303,0.5361992777418324,2434,399,396,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0081_77b72cce_run00_seed81_20260208_051717.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,81,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,331,69,calibrated,0.3498948480157661,284,0.6815876807512344,2587,332,428,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0082_ac506d1b_run00_seed82_20260208_052336.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,82,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,320,56,calibrated,0.3076898794204751,314,0.482497746621553,1617,368,437,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0083_e17d1ebb_run00_seed83_20260208_052955.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,83,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,455,39,calibrated,0.3365357188209216,262,0.5745664901377928,3136,380,379,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0084_597143c8_run00_seed84_20260208_053602.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,150.0,0.0,250.0,20.0,0.0,5000.0,4759.0,21301.0,3699.0,29.19,5.6222,18.17,40.21,80.39,702.0,298.0,0.702,WildlifeReID10k,29.19,0.0,5.6222,17.19,1.4325,0.0,optuna,84,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,366,64,calibrated,0.4580684778424904,249,0.6203519801445359,1261,471,350,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0085_fafe79b0_run00_seed85_20260208_054237.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,150.0,0.0,250.0,20.0,0.0,5000.0,4759.0,21301.0,3699.0,29.19,5.6222,18.17,40.21,80.39,702.0,298.0,0.702,WildlifeReID10k,29.19,0.0,5.6222,17.19,1.4325,0.0,optuna,85,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,388,76,calibrated,0.3632658797861559,347,0.5192042358366374,3233,432,388,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0086_80bd371f_run00_seed86_20260208_054848.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,250.0,0.0,250.0,20.0,0.0,5000.0,4768.0,21292.0,3708.0,45.13,10.9362,23.69,66.56,9.04,470.0,267.0,0.6377204884667571,WildlifeReID10k,45.13,0.0,10.9362,33.13,2.7608333333333337,0.0,optuna,86,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,348,45,calibrated,0.4438221259579025,373,0.6055388982572032,3972,500,401,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0087_44dda860_run00_seed87_20260208_055517.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,250.0,0.0,250.0,20.0,0.0,5000.0,4768.0,21292.0,3708.0,45.13,10.9362,23.69,66.56,9.04,470.0,267.0,0.6377204884667571,WildlifeReID10k,45.13,0.0,10.9362,33.13,2.7608333333333337,0.0,optuna,87,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,339,60,calibrated,0.3195018571041866,190,0.557178395931204,2642,481,424,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0088_ad593cbe_run00_seed88_20260208_060153.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,88,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,468,51,calibrated,0.5536979482035009,225,0.6464882296273576,2516,444,454,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0089_4cf4f5cc_run00_seed89_20260208_060813.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,150.0,0.0,250.0,20.0,0.0,5000.0,4759.0,21301.0,3699.0,29.19,5.6222,18.17,40.21,80.39,702.0,298.0,0.702,WildlifeReID10k,29.19,0.0,5.6222,17.19,1.4325,0.0,optuna,89,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,437,69,calibrated,0.4222485268935285,295,0.7282152817583902,1441,467,363,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0090_2d065e74_run00_seed90_20260208_061439.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,250.0,0.0,250.0,20.0,0.0,5000.0,4768.0,21292.0,3708.0,45.13,10.9362,23.69,66.56,9.04,470.0,267.0,0.6377204884667571,WildlifeReID10k,45.13,0.0,10.9362,33.13,2.7608333333333337,0.0,optuna,90,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,354,32,calibrated,0.4017771771121931,281,0.6663096489342826,2278,481,499,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0091_671980b2_run00_seed91_20260208_062058.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,91,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,413,38,calibrated,0.3760823617752071,265,0.6103595372761892,2742,421,479,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0092_4710756a_run00_seed92_20260208_062714.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,150.0,0.0,250.0,20.0,0.0,5000.0,4759.0,21301.0,3699.0,29.19,5.6222,18.17,40.21,80.39,702.0,298.0,0.702,WildlifeReID10k,29.19,0.0,5.6222,17.19,1.4325,0.0,optuna,92,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,397,44,calibrated,0.3531471078501244,433,0.5818012036680471,3407,451,492,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0093_b1e77dd2_run00_seed93_20260208_063338.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,250.0,0.0,250.0,20.0,0.0,5000.0,4768.0,21292.0,3708.0,45.13,10.9362,23.69,66.56,9.04,470.0,267.0,0.6377204884667571,WildlifeReID10k,45.13,0.0,10.9362,33.13,2.7608333333333337,0.0,optuna,93,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,385,31,calibrated,0.3013011648489635,338,0.6966979504815701,3885,345,508,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0094_3ae61b5e_run00_seed94_20260208_064009.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,94,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,423,41,calibrated,0.3413715503646799,253,0.4450160844583811,2964,495,496,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0095_8efc477c_run00_seed95_20260208_064638.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,150.0,0.0,250.0,20.0,0.0,5000.0,4759.0,21301.0,3699.0,29.19,5.6222,18.17,40.21,80.39,702.0,298.0,0.702,WildlifeReID10k,29.19,0.0,5.6222,17.19,1.4325,0.0,optuna,95,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,376,91,calibrated,0.4810767701524101,168,0.5455619794733431,3511,465,525,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0096_e251a7e9_run00_seed96_20260208_065304.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,250.0,0.0,250.0,20.0,0.0,5000.0,4768.0,21292.0,3708.0,45.13,10.9362,23.69,66.56,9.04,470.0,267.0,0.6377204884667571,WildlifeReID10k,45.13,0.0,10.9362,33.13,2.7608333333333337,0.0,optuna,96,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,397,54,calibrated,0.525514517375786,272,0.5642118318750103,3079,491,408,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0097_de658421_run00_seed97_20260208_065905.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,97,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,407,74,calibrated,0.440280032771671,237,0.6412881645423545,3691,477,418,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0098_9b1d53db_run00_seed98_20260208_070536.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,150.0,0.0,250.0,20.0,0.0,5000.0,4759.0,21301.0,3699.0,29.19,5.6222,18.17,40.21,80.39,702.0,298.0,0.702,WildlifeReID10k,29.19,0.0,5.6222,17.19,1.4325,0.0,optuna,98,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,451,79,calibrated,0.32564412262667203,289,0.5064747257709048,1099,486,486,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0099_18fb263f_run00_seed99_20260208_071210.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,250.0,0.0,250.0,20.0,0.0,5000.0,4768.0,21292.0,3708.0,45.13,10.9362,23.69,66.56,9.04,470.0,267.0,0.6377204884667571,WildlifeReID10k,45.13,0.0,10.9362,33.13,2.7608333333333337,0.0,optuna,99,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,313,97,calibrated,0.3951371209765102,385,0.6767879885622582,2857,455,367,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0100_26959702_run00_seed100_20260208_071826.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,100,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,335,63,calibrated,0.3602262140558396,363,0.4600240459917314,1166,230,434,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0101_2f98b20d_run00_seed101_20260208_072453.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,150.0,0.0,250.0,20.0,0.0,5000.0,4759.0,21301.0,3699.0,29.19,5.6222,18.17,40.21,80.39,702.0,298.0,0.702,WildlifeReID10k,29.19,0.0,5.6222,17.19,1.4325,0.0,optuna,101,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,363,59,calibrated,0.33082485751652835,321,0.4541659952760892,2066,189,445,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0102_a6c1ebe7_run00_seed102_20260208_073058.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,250.0,0.0,250.0,20.0,0.0,5000.0,4768.0,21292.0,3708.0,45.13,10.9362,23.69,66.56,9.04,470.0,267.0,0.6377204884667571,WildlifeReID10k,45.13,0.0,10.9362,33.13,2.7608333333333337,0.0,optuna,102,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,371,66,calibrated,0.31464812148087334,357,0.42547639746391464,1617,188,391,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0103_0cbd8775_run00_seed103_20260208_073720.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,103,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,343,71,calibrated,0.37644500966915595,308,0.47502459258655794,1938,227,410,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0104_7e6c4304_run00_seed104_20260208_074339.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,150.0,0.0,250.0,20.0,0.0,5000.0,4759.0,21301.0,3699.0,29.19,5.6222,18.17,40.21,80.39,702.0,298.0,0.702,WildlifeReID10k,29.19,0.0,5.6222,17.19,1.4325,0.0,optuna,104,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,322,62,calibrated,0.341666084012037,349,0.49198499026659515,1714,375,403,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0105_62f17009_run00_seed105_20260208_075000.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,250.0,0.0,250.0,20.0,0.0,5000.0,4768.0,21292.0,3708.0,45.13,10.9362,23.69,66.56,9.04,470.0,267.0,0.6377204884667571,WildlifeReID10k,45.13,0.0,10.9362,33.13,2.7608333333333337,0.0,optuna,105,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,355,67,calibrated,0.4145957778793311,329,0.6241545342108638,2403,436,513,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0106_26732884_run00_seed106_20260208_075613.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,106,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,306,54,calibrated,0.4655831144861715,375,0.5996434205496354,2579,244,384,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0107_7249dbe6_run00_seed107_20260208_080232.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,150.0,0.0,250.0,20.0,0.0,5000.0,4759.0,21301.0,3699.0,29.19,5.6222,18.17,40.21,80.39,702.0,298.0,0.702,WildlifeReID10k,29.19,0.0,5.6222,17.19,1.4325,0.0,optuna,107,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,434,94,calibrated,0.5118595099429878,398,0.6547427092347207,2342,405,420,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0108_e433087b_run00_seed108_20260208_080856.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,250.0,0.0,250.0,20.0,0.0,5000.0,4768.0,21292.0,3708.0,45.13,10.9362,23.69,66.56,9.04,470.0,267.0,0.6377204884667571,WildlifeReID10k,45.13,0.0,10.9362,33.13,2.7608333333333337,0.0,optuna,108,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,441,65,calibrated,0.49067289714257395,340,0.7035579768709668,2234,190,463,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0109_a6cc658f_run00_seed109_20260208_081525.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,109,count_amvrakikosturtles_20260207_185412
