Dataset,Remove Background,Use Mantiuk,Method,Use Fisher,Use Global Embedding,Embedding Model,count_local_evidence,num_vertices,num_neighbors,count_proposal_mode,count_local_mu,count_shortlist_B,count_mix_alpha,count_cal_pairs,count_cal_shortlist,count_cal_negs_per_query,Runs Requested,Runs Succeeded,Runs Failed,Last Log Path,Status,Num Images,Ground Truth,Fisher Method,Local Feature Method,GV Matcher,Proposal Mode,Local Evidence,Local µ,Shortlist B,Mix α,Calibration Method,Cal Pairs,Cal Shortlist,Cal Negs/Query,Skip Calibration,Num Vertices,Num Neighbors,Label Error Rate,Oracle Calls,Unique Oracle Pairs,Local Attempts,Local Cache Hits,Result,Std Error,CI Low (95%),CI High (95%),Runtime (minutes),Cal Pos,Cal Neg,Cal Pos Rate,Dataset Type,Estimate Mean,Estimate Std,Std Error Mean,Abs Error,Rel Error,CI Coverage (runs),Search Mode,Trial,Study
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,248,71,calibrated,0.4440675267595968,177,0.569558799365848,1023,477,382,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0032_0e0b7ee7_run00_seed32_20260207_232715.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,250.0,0.0,250.0,20.0,0.0,5000.0,4768.0,21292.0,3708.0,45.13,10.9362,23.69,66.56,9.04,470.0,267.0,0.6377204884667571,WildlifeReID10k,45.13,0.0,10.9362,33.13,2.7608333333333337,0.0,optuna,32,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,235,92,calibrated,0.3474683882572145,241,0.6291109176150392,1545,481,364,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0033_dc8ed839_run00_seed33_20260207_233546.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,250.0,0.0,250.0,20.0,0.0,5000.0,4768.0,21292.0,3708.0,45.13,10.9362,23.69,66.56,9.04,470.0,267.0,0.6377204884667571,WildlifeReID10k,45.13,0.0,10.9362,33.13,2.7608333333333337,0.0,optuna,33,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,266,100,calibrated,0.3833846789920261,383,0.4107691673514215,1196,402,415,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0034_babce135_run00_seed34_20260207_234445.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,250.0,0.0,250.0,20.0,0.0,5000.0,4768.0,21292.0,3708.0,45.13,10.9362,23.69,66.56,9.04,470.0,267.0,0.6377204884667571,WildlifeReID10k,45.13,0.0,10.9362,33.13,2.7608333333333337,0.0,optuna,34,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,350,76,calibrated,0.5599453329138059,200,0.6687592541751922,1508,440,382,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0035_0f1b0f43_run00_seed35_20260207_235349.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,250.0,0.0,250.0,20.0,0.0,5000.0,4768.0,21292.0,3708.0,45.13,10.9362,23.69,66.56,9.04,470.0,267.0,0.6377204884667571,WildlifeReID10k,45.13,0.0,10.9362,33.13,2.7608333333333337,0.0,optuna,35,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,327,83,calibrated,0.504689896068669,368,0.6063131004729373,2079,499,395,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0036_7021c3e2_run00_seed36_20260208_000322.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,36,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,479,60,calibrated,0.3990561942321603,323,0.5419851556434602,1893,324,365,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0037_67e9d2ce_run00_seed37_20260208_001257.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,150.0,0.0,250.0,20.0,0.0,5000.0,4759.0,21301.0,3699.0,29.19,5.6222,18.17,40.21,80.39,702.0,298.0,0.702,WildlifeReID10k,29.19,0.0,5.6222,17.19,1.4325,0.0,optuna,37,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,411,70,calibrated,0.5342796464206871,156,0.7168933145151974,1231,351,432,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0038_9ec1c2a3_run00_seed38_20260208_002248.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,250.0,0.0,250.0,20.0,0.0,5000.0,4768.0,21292.0,3708.0,45.13,10.9362,23.69,66.56,9.04,470.0,267.0,0.6377204884667571,WildlifeReID10k,45.13,0.0,10.9362,33.13,2.7608333333333337,0.0,optuna,38,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,302,36,calibrated,0.3259333389318565,257,0.4188365108535385,1453,452,374,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0039_c60f6a7f_run00_seed39_20260208_003015.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,39,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,392,57,calibrated,0.36687521560023656,449,0.636574467127296,3877,417,458,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0040_12813c96_run00_seed40_20260208_003758.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,150.0,0.0,250.0,20.0,0.0,5000.0,4759.0,21301.0,3699.0,29.19,5.6222,18.17,40.21,80.39,702.0,298.0,0.702,WildlifeReID10k,29.19,0.0,5.6222,17.19,1.4325,0.0,optuna,40,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,445,65,calibrated,0.5203976519323421,421,0.6502606935863424,2274,481,491,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0041_15d8cd29_run00_seed41_20260208_004608.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,250.0,0.0,250.0,20.0,0.0,5000.0,4768.0,21292.0,3708.0,45.13,10.9362,23.69,66.56,9.04,470.0,267.0,0.6377204884667571,WildlifeReID10k,45.13,0.0,10.9362,33.13,2.7608333333333337,0.0,optuna,41,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,477,66,calibrated,0.4851736518662536,405,0.672341621355235,2990,472,477,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0042_cd31de5b_run00_seed42_20260208_005444.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,42,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,425,82,calibrated,0.4463902702703815,443,0.5746451397086324,2572,498,519,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0043_471f6f84_run00_seed43_20260208_010326.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,150.0,0.0,250.0,20.0,0.0,5000.0,4759.0,21301.0,3699.0,29.19,5.6222,18.17,40.21,80.39,702.0,298.0,0.702,WildlifeReID10k,29.19,0.0,5.6222,17.19,1.4325,0.0,optuna,43,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,373,52,calibrated,0.604826624038566,340,0.7681157188505513,1344,453,492,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0044_b040e9cd_run00_seed44_20260208_011151.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,250.0,0.0,250.0,20.0,0.0,5000.0,4768.0,21292.0,3708.0,45.13,10.9362,23.69,66.56,9.04,470.0,267.0,0.6377204884667571,WildlifeReID10k,45.13,0.0,10.9362,33.13,2.7608333333333337,0.0,optuna,44,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,297,76,calibrated,0.5102854610435037,375,0.6073937699475246,1623,486,468,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0045_132ab74f_run00_seed45_20260208_012217.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,45,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,447,86,calibrated,0.5380433181321541,315,0.5103745728788022,1859,291,450,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0046_d6f02884_run00_seed46_20260208_013055.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,150.0,0.0,250.0,20.0,0.0,5000.0,4759.0,21301.0,3699.0,29.19,5.6222,18.17,40.21,80.39,702.0,298.0,0.702,WildlifeReID10k,29.19,0.0,5.6222,17.19,1.4325,0.0,optuna,46,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,360,69,calibrated,0.6531755951040241,481,0.6843151519686017,1167,394,482,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0047_16747d0d_run00_seed47_20260208_013832.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,250.0,0.0,250.0,20.0,0.0,5000.0,4768.0,21292.0,3708.0,45.13,10.9362,23.69,66.56,9.04,470.0,267.0,0.6377204884667571,WildlifeReID10k,45.13,0.0,10.9362,33.13,2.7608333333333337,0.0,optuna,47,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,415,90,calibrated,0.5866969676301864,433,0.7073920109665375,3157,449,515,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0048_87c32772_run00_seed48_20260208_014708.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,48,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,241,47,calibrated,0.41769796005751175,232,0.4898332746692503,2796,229,500,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0049_a125e5dc_run00_seed49_20260208_015418.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,150.0,0.0,250.0,20.0,0.0,5000.0,4759.0,21301.0,3699.0,29.19,5.6222,18.17,40.21,80.39,702.0,298.0,0.702,WildlifeReID10k,29.19,0.0,5.6222,17.19,1.4325,0.0,optuna,49,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,204,73,calibrated,0.48321076145455355,364,0.6502663469012405,3288,465,540,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0050_08281200_run00_seed50_20260208_020014.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,250.0,0.0,250.0,20.0,0.0,5000.0,4768.0,21292.0,3708.0,45.13,10.9362,23.69,66.56,9.04,470.0,267.0,0.6377204884667571,WildlifeReID10k,45.13,0.0,10.9362,33.13,2.7608333333333337,0.0,optuna,50,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,433,93,calibrated,0.45585757670096694,334,0.6899071964057064,2437,493,416,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0051_72ad7e52_run00_seed51_20260208_020602.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,51,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,445,98,calibrated,0.4652757901388561,276,0.7260064662159916,2190,490,407,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0052_b273e841_run00_seed52_20260208_021228.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,150.0,0.0,250.0,20.0,0.0,5000.0,4759.0,21301.0,3699.0,29.19,5.6222,18.17,40.21,80.39,702.0,298.0,0.702,WildlifeReID10k,29.19,0.0,5.6222,17.19,1.4325,0.0,optuna,52,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,404,95,calibrated,0.5509349004306082,293,0.6199196133930321,3448,468,358,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0053_d57011cf_run00_seed53_20260208_021856.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,250.0,0.0,250.0,20.0,0.0,5000.0,4768.0,21292.0,3708.0,45.13,10.9362,23.69,66.56,9.04,470.0,267.0,0.6377204884667571,WildlifeReID10k,45.13,0.0,10.9362,33.13,2.7608333333333337,0.0,optuna,53,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,474,62,calibrated,0.4273996426658085,344,0.7688782322111566,2537,426,432,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0054_ca4dba7c_run00_seed54_20260208_022539.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,54,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,464,30,calibrated,0.4856376219827545,405,0.5506618710963151,2691,460,389,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0055_e0557e10_run00_seed55_20260208_023204.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,150.0,0.0,250.0,20.0,0.0,5000.0,4759.0,21301.0,3699.0,29.19,5.6222,18.17,40.21,80.39,702.0,298.0,0.702,WildlifeReID10k,29.19,0.0,5.6222,17.19,1.4325,0.0,optuna,55,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,391,58,calibrated,0.3014061978091983,320,0.5966971360561041,2365,500,441,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0056_41174f0f_run00_seed56_20260208_023838.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,250.0,0.0,250.0,20.0,0.0,5000.0,4768.0,21292.0,3708.0,45.13,10.9362,23.69,66.56,9.04,470.0,267.0,0.6377204884667571,WildlifeReID10k,45.13,0.0,10.9362,33.13,2.7608333333333337,0.0,optuna,56,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,489,54,calibrated,0.4014871284144552,392,0.6573126445816556,2020,474,370,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0057_96d4435a_run00_seed57_20260208_024503.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,57,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,370,41,calibrated,0.5252584891069222,352,0.6975068750905359,3077,441,423,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0058_be8b8af6_run00_seed58_20260208_025130.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,150.0,0.0,250.0,20.0,0.0,5000.0,4759.0,21301.0,3699.0,29.19,5.6222,18.17,40.21,80.39,702.0,298.0,0.702,WildlifeReID10k,29.19,0.0,5.6222,17.19,1.4325,0.0,optuna,58,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,426,89,calibrated,0.7997297554534519,469,0.6338047843360314,3564,488,406,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0059_56d822bd_run00_seed59_20260208_025759.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,250.0,0.0,250.0,20.0,0.0,5000.0,4768.0,21292.0,3708.0,45.13,10.9362,23.69,66.56,9.04,470.0,267.0,0.6377204884667571,WildlifeReID10k,45.13,0.0,10.9362,33.13,2.7608333333333337,0.0,optuna,59,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,343,80,calibrated,0.470160447878412,261,0.5796224340585352,3772,384,468,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0060_fb9a8db0_run00_seed60_20260208_030436.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,60,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,336,96,calibrated,0.4324995254210161,284,0.48125847130810556,2207,283,459,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0061_667339d8_run00_seed61_20260208_031110.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,150.0,0.0,250.0,20.0,0.0,5000.0,4759.0,21301.0,3699.0,29.19,5.6222,18.17,40.21,80.39,702.0,298.0,0.702,WildlifeReID10k,29.19,0.0,5.6222,17.19,1.4325,0.0,optuna,61,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,437,92,calibrated,0.3834433696616472,184,0.4634834212288168,2698,276,482,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0062_557594c3_run00_seed62_20260208_031727.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,250.0,0.0,250.0,20.0,0.0,5000.0,4768.0,21292.0,3708.0,45.13,10.9362,23.69,66.56,9.04,470.0,267.0,0.6377204884667571,WildlifeReID10k,45.13,0.0,10.9362,33.13,2.7608333333333337,0.0,optuna,62,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,358,88,calibrated,0.49789964511840906,305,0.4672095084987186,1120,309,447,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0063_4f0d5218_run00_seed63_20260208_032353.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,63,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,275,100,calibrated,0.4175591151387412,380,0.5190852111252947,1332,251,357,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0064_4dd36d60_run00_seed64_20260208_033004.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,150.0,0.0,250.0,20.0,0.0,5000.0,4759.0,21301.0,3699.0,29.19,5.6222,18.17,40.21,80.39,702.0,298.0,0.702,WildlifeReID10k,29.19,0.0,5.6222,17.19,1.4325,0.0,optuna,64,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,327,77,calibrated,0.35100885950780397,214,0.36676313853131837,1890,408,452,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0065_aa1403da_run00_seed65_20260208_033603.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,250.0,0.0,250.0,20.0,0.0,5000.0,4768.0,21292.0,3708.0,45.13,10.9362,23.69,66.56,9.04,470.0,267.0,0.6377204884667571,WildlifeReID10k,45.13,0.0,10.9362,33.13,2.7608333333333337,0.0,optuna,65,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,376,84,calibrated,0.5714167825264628,245,0.4311030004821747,2178,312,413,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0066_8c9d1b53_run00_seed66_20260208_034219.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,66,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,390,74,calibrated,0.4450070272332324,499,0.5531602233035249,2344,336,438,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0067_776d5093_run00_seed67_20260208_034842.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,150.0,0.0,250.0,20.0,0.0,5000.0,4759.0,21301.0,3699.0,29.19,5.6222,18.17,40.21,80.39,702.0,298.0,0.702,WildlifeReID10k,29.19,0.0,5.6222,17.19,1.4325,0.0,optuna,67,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,conf_matches,306,64,calibrated,0.4722717139206441,273,0.5343353711493085,2474,481,487,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0068_5bbe2096_run00_seed68_20260208_035503.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,250.0,0.0,250.0,20.0,0.0,5000.0,4768.0,21292.0,3708.0,45.13,10.9362,23.69,66.56,9.04,470.0,267.0,0.6377204884667571,WildlifeReID10k,45.13,0.0,10.9362,33.13,2.7608333333333337,0.0,optuna,68,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,351,81,calibrated,0.32665764546340187,331,0.6196914064856626,2127,460,474,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0069_0494aee7_run00_seed69_20260208_040121.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,350.0,0.0,250.0,20.0,0.0,5000.0,4764.0,21452.0,3548.0,36.47,7.8802,21.02,51.91,8.98,346.0,193.0,0.6419294990723562,WildlifeReID10k,36.47,0.0,7.8802,24.47,2.0391666666666666,0.0,optuna,69,count_amvrakikosturtles_20260207_185412
cowdataset,1.0,True,ensamble,1.0,1.0,megadescriptor-l-384,inliers,419,95,calibrated,0.5145207158999063,311,0.7409454190213659,1021,434,376,1,1,0,evaluations/count/grid_search_logs/amvrakikosturtles/optuna_t0070_eab0926a_run00_seed70_20260208_040736.log,ok,1388.0,12.0,ensamble,disk,lightglue,calibrated,inliers,0.5,100.0,0.6,isotonic_pchip,1000.0,100.0,150.0,0.0,250.0,20.0,0.0,5000.0,4759.0,21301.0,3699.0,29.19,5.6222,18.17,40.21,80.39,702.0,298.0,0.702,WildlifeReID10k,29.19,0.0,5.6222,17.19,1.4325,0.0,optuna,70,count_amvrakikosturtles_20260207_185412
