dataset,class_key,support,recall,precision,f1
elpephants,5252,1.0,0.0,0.0,0.0
elpephants,5259,1.0,0.0,0.0,0.0
elpephants,5480,1.0,0.0,0.0,0.0
elpephants,5778,2.0,0.0,0.0,0.0
elpephants,5901,2.0,0.0,0.0,0.0
elpephants,5998,1.0,0.0,0.0,0.0
elpephants,6087,1.0,0.0,0.0,0.0
elpephants,6091,1.0,0.0,0.0,0.0
sealid,1,3.0,0.6666666666666666,1.0,0.8
sealid,10,13.0,0.9230769230769231,0.9230769230769231,0.9230769230769231
sealid,100,12.0,0.9166666666666666,0.9166666666666666,0.9166666666666666
sealid,101,5.0,0.4,0.4,0.4
sealid,103,12.0,0.75,0.9,0.8181818181818182
sealid,104,10.0,0.8,0.8888888888888888,0.8421052631578947
sealid,109,6.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
sealid,114,6.0,0.5,0.5,0.5
sealid,115,8.0,0.875,0.7777777777777778,0.8235294117647058
sealid,116,9.0,1.0,0.5294117647058824,0.6923076923076923
sealid,125,13.0,1.0,0.7647058823529411,0.8666666666666667
sealid,127,4.0,1.0,1.0,1.0
sealid,130,17.0,1.0,0.9444444444444444,0.9714285714285714
sealid,137,5.0,1.0,0.7142857142857143,0.8333333333333334
sealid,14,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
sealid,141,3.0,0.0,0.0,0.0
sealid,147,5.0,0.6,1.0,0.75
sealid,149,6.0,0.8333333333333334,1.0,0.9090909090909091
sealid,151,4.0,0.5,0.4,0.4444444444444444
sealid,160,3.0,0.6666666666666666,0.5,0.5714285714285714
sealid,161,5.0,0.6,0.6,0.6
sealid,164,10.0,0.5,0.8333333333333334,0.625
sealid,167,10.0,0.9,1.0,0.9473684210526315
sealid,168,13.0,1.0,1.0,1.0
sealid,170,5.0,1.0,1.0,1.0
sealid,174,5.0,0.8,0.6666666666666666,0.7272727272727273
sealid,176,8.0,0.75,1.0,0.8571428571428571
sealid,187,6.0,0.8333333333333334,0.45454545454545453,0.5882352941176471
sealid,188,4.0,0.5,1.0,0.6666666666666666
sealid,21,16.0,0.9375,0.9375,0.9375
sealid,211,3.0,1.0,0.6,0.75
sealid,213,4.0,1.0,0.8,0.8888888888888888
sealid,219,4.0,0.5,0.5,0.5
sealid,22,8.0,0.625,0.8333333333333334,0.7142857142857143
sealid,223,3.0,1.0,0.75,0.8571428571428571
sealid,23,7.0,0.5714285714285714,0.8,0.6666666666666666
sealid,230,7.0,0.8571428571428571,0.8571428571428571,0.8571428571428571
sealid,26,11.0,1.0,1.0,1.0
sealid,28,6.0,0.8333333333333334,0.8333333333333334,0.8333333333333334
sealid,3,4.0,1.0,0.8,0.8888888888888888
sealid,34,27.0,0.9629629629629629,0.9285714285714286,0.9454545454545454
sealid,359,3.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
sealid,38,4.0,0.0,0.0,0.0
sealid,44,3.0,0.0,0.0,0.0
sealid,45,3.0,1.0,0.75,0.8571428571428571
sealid,51,3.0,0.0,0.0,0.0
sealid,61,3.0,0.3333333333333333,0.5,0.4
sealid,76,2.0,0.0,0.0,0.0
sealid,80,4.0,0.5,1.0,0.6666666666666666
sealid,81,4.0,0.0,0.0,0.0
sealid,82,13.0,0.7692307692307693,1.0,0.8695652173913043
sealid,87,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
sealid,88,3.0,1.0,1.0,1.0
sealid,91,16.0,0.875,0.9333333333333333,0.9032258064516129
sealid,93,14.0,0.8571428571428571,0.9230769230769231,0.8888888888888888
sealid,96,16.0,0.875,0.9333333333333333,0.9032258064516129
sealid,97,7.0,1.0,0.6363636363636364,0.7777777777777778
seastarreid2023,Anau01,4.0,1.0,1.0,1.0
seastarreid2023,Anau02,4.0,1.0,1.0,1.0
seastarreid2023,Anau03,4.0,1.0,1.0,1.0
seastarreid2023,Anau04,3.0,1.0,0.6,0.75
seastarreid2023,Anau05,4.0,1.0,1.0,1.0
seastarreid2023,Anau06,3.0,1.0,1.0,1.0
seastarreid2023,Anau07,3.0,1.0,1.0,1.0
seastarreid2023,Anau08,4.0,0.75,1.0,0.8571428571428571
seastarreid2023,Anau09,4.0,1.0,1.0,1.0
seastarreid2023,Anau10,4.0,1.0,0.8,0.8888888888888888
seastarreid2023,Anau11,4.0,1.0,1.0,1.0
seastarreid2023,Anau12,4.0,1.0,1.0,1.0
seastarreid2023,Anau13,4.0,0.75,1.0,0.8571428571428571
seastarreid2023,Anau14,3.0,1.0,1.0,1.0
seastarreid2023,Anau15,2.0,1.0,0.6666666666666666,0.8
seastarreid2023,Anau16,3.0,1.0,1.0,1.0
seastarreid2023,Anau17,3.0,0.6666666666666666,1.0,0.8
seastarreid2023,Anau18,3.0,1.0,1.0,1.0
seastarreid2023,Anau19,3.0,1.0,1.0,1.0
seastarreid2023,Anau20,3.0,1.0,1.0,1.0
seastarreid2023,Anau21,3.0,1.0,0.75,0.8571428571428571
seastarreid2023,Anau22,3.0,0.6666666666666666,1.0,0.8
seastarreid2023,Anau23,3.0,1.0,0.75,0.8571428571428571
seastarreid2023,Anau24,4.0,0.5,0.6666666666666666,0.5714285714285714
seastarreid2023,Anau25,3.0,0.6666666666666666,1.0,0.8
seastarreid2023,Anau26,4.0,1.0,1.0,1.0
seastarreid2023,Anau27,3.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
seastarreid2023,Anau28,3.0,1.0,1.0,1.0
seastarreid2023,Anau29,3.0,1.0,1.0,1.0
seastarreid2023,Anau30,3.0,1.0,1.0,1.0
seastarreid2023,Anau31,5.0,1.0,1.0,1.0
seastarreid2023,Anau32,4.0,0.75,1.0,0.8571428571428571
seastarreid2023,Anau33,3.0,1.0,0.75,0.8571428571428571
seastarreid2023,Anau34,3.0,1.0,1.0,1.0
seastarreid2023,Anau35,3.0,1.0,0.6,0.75
seastarreid2023,Anau36,4.0,1.0,0.8,0.8888888888888888
seastarreid2023,Anau37,3.0,1.0,0.75,0.8571428571428571
seastarreid2023,Anau38,3.0,1.0,1.0,1.0
seastarreid2023,Anau39,4.0,1.0,1.0,1.0
seastarreid2023,Anau40,3.0,1.0,1.0,1.0
seastarreid2023,Anau41,4.0,1.0,1.0,1.0
seastarreid2023,Anau42,4.0,0.75,1.0,0.8571428571428571
seastarreid2023,Anau43,4.0,1.0,1.0,1.0
seastarreid2023,Anau44,3.0,1.0,1.0,1.0
seastarreid2023,Anau45,3.0,1.0,1.0,1.0
seastarreid2023,Anau46,3.0,1.0,1.0,1.0
seastarreid2023,Anau47,3.0,1.0,1.0,1.0
seastarreid2023,Anau48,4.0,0.75,1.0,0.8571428571428571
seastarreid2023,Anau49,3.0,1.0,0.75,0.8571428571428571
seastarreid2023,Anau50,3.0,1.0,1.0,1.0
seastarreid2023,Anau51,3.0,0.0,0.0,0.0
seastarreid2023,Anau52,4.0,0.75,1.0,0.8571428571428571
seastarreid2023,Anau53,4.0,1.0,1.0,1.0
seastarreid2023,Anau54,3.0,1.0,0.75,0.8571428571428571
seastarreid2023,Anau55,4.0,0.75,0.75,0.75
seastarreid2023,Anau56,2.0,0.5,0.5,0.5
seastarreid2023,Asru18,6.0,1.0,1.0,1.0
seastarreid2023,Asru20,6.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
seastarreid2023,Asru21,6.0,0.5,0.75,0.6
seastarreid2023,Asru23,6.0,0.8333333333333334,0.7142857142857143,0.7692307692307693
seastarreid2023,Asru24,6.0,1.0,0.8571428571428571,0.9230769230769231
seastarreid2023,Asru26,6.0,0.8333333333333334,1.0,0.9090909090909091
seastarreid2023,Asru45,6.0,1.0,0.75,0.8571428571428571
seastarreid2023,Asru46,6.0,0.8333333333333334,0.625,0.7142857142857143
seastarreid2023,Asru47,7.0,1.0,1.0,1.0
seastarreid2023,Asru48,6.0,0.5,0.75,0.6
seastarreid2023,Asru49,6.0,0.3333333333333333,0.6666666666666666,0.4444444444444444
seastarreid2023,Asru50,6.0,1.0,1.0,1.0
seastarreid2023,Asru51,6.0,1.0,0.8571428571428571,0.9230769230769231
seastarreid2023,Asru52,6.0,0.8333333333333334,0.7142857142857143,0.7692307692307693
seastarreid2023,Asru53,6.0,0.5,0.6,0.5454545454545454
seastarreid2023,Asru54,7.0,0.7142857142857143,0.7142857142857143,0.7142857142857143
seastarreid2023,Asru55,7.0,1.0,0.875,0.9333333333333333
seastarreid2023,Asru56,8.0,0.875,0.875,0.875
seastarreid2023,Asru57,6.0,1.0,0.8571428571428571,0.9230769230769231
seastarreid2023,Asru58,6.0,0.6666666666666666,0.5714285714285714,0.6153846153846154
seastarreid2023,Asru60,6.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
seastarreid2023,Asru61,6.0,0.8333333333333334,0.5555555555555556,0.6666666666666666
seastarreid2023,Asru62,6.0,0.8333333333333334,0.5555555555555556,0.6666666666666666
seastarreid2023,Asru63,6.0,1.0,0.6,0.75
seastarreid2023,Asru64,6.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
seastarreid2023,Asru65,6.0,0.5,0.5,0.5
seastarreid2023,Asru66,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
seastarreid2023,Asru67,6.0,1.0,0.8571428571428571,0.9230769230769231
seastarreid2023,Asru68,5.0,0.8,1.0,0.8888888888888888
seastarreid2023,Asru69,6.0,0.3333333333333333,1.0,0.5
seastarreid2023,Asru70,6.0,0.5,0.6,0.5454545454545454
seastarreid2023,Asru71,6.0,0.6666666666666666,1.0,0.8
seastarreid2023,Asru72,6.0,0.3333333333333333,0.4,0.36363636363636365
seastarreid2023,Asru73,6.0,0.6666666666666666,0.5,0.5714285714285714
seastarreid2023,Asru74,6.0,0.16666666666666666,0.25,0.2
seastarreid2023,Asru75,6.0,0.6666666666666666,1.0,0.8
seastarreid2023,Asru76,6.0,0.6666666666666666,0.8,0.7272727272727273
seastarreid2023,Asru77,6.0,1.0,0.75,0.8571428571428571
seastarreid2023,Asru78,6.0,0.3333333333333333,0.6666666666666666,0.4444444444444444
